,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
241,Garissa,KE,2021-11-07 00:39:49,-0.4536,39.6401,76.42,78,25,12.19,scattered clouds,0,0
242,Ust-Maya,RU,2021-11-07 00:39:49,60.4167,134.5333,7.39,92,96,6.35,overcast clouds,0,0
243,Caravelas,BR,2021-11-07 00:39:50,-17.7125,-39.2481,72.86,79,71,6.35,broken clouds,0,0
244,Catalao,BR,2021-11-07 00:39:50,-18.1658,-47.9464,76.28,51,68,2.93,broken clouds,0,0
245,Greenville,US,2021-11-07 00:39:50,35.6127,-77.3663,57.13,89,90,14.97,light rain,0,0
246,Brightwater,NZ,2021-11-07 00:39:51,-41.3833,173.1167,71.85,60,79,5.35,broken clouds,0,0
247,Narrabri,AU,2021-11-07 00:39:51,-30.3167,149.7833,80.69,50,100,18.41,overcast clouds,0,0
248,Ilulissat,GL,2021-11-07 00:39:52,69.2167,-51.1,19.42,49,75,9.22,broken clouds,0,0
249,Palmeiras De Goias,BR,2021-11-07 00:39:52,-16.805,-49.9258,75.27,66,13,3.98,few clouds,0,0
250,Sitka,US,2021-11-07 00:38:51,57.0531,-135.33,44.49,70,40,5.75,scattered clouds,0,0
251,Norman Wells,CA,2021-11-07 00:39:52,65.282,-126.8329,26.64,93,75,2.3,broken clouds,0,0
252,Lodja,CD,2021-11-07 00:39:53,-3.4833,23.4333,67.62,98,100,3.4,overcast clouds,0,0
253,Novopokrovka,UA,2021-11-07 00:39:53,49.8425,36.5477,37.78,80,11,7.78,few clouds,0,0
254,Santa Fe,AR,2021-11-07 00:39:53,-31.6333,-60.7,63.91,79,5,1.01,clear sky,0,0
255,Chokurdakh,RU,2021-11-07 00:35:11,70.6333,147.9167,-6.7,98,74,6.69,broken clouds,0,0
256,Vila Velha,BR,2021-11-07 00:39:14,-20.3297,-40.2925,73.94,81,75,4.0,broken clouds,0,0
257,Gao,ML,2021-11-07 00:39:54,16.6362,1.637,83.7,14,100,9.66,overcast clouds,0,0
258,Waingapu,ID,2021-11-07 00:39:54,-9.6567,120.2641,86.23,67,69,6.53,broken clouds,0,0
259,Tasiilaq,GL,2021-11-07 00:39:55,65.6145,-37.6368,24.96,78,75,8.34,broken clouds,0,0
260,Olga,RU,2021-11-07 00:39:55,43.7444,135.2892,40.71,42,100,6.67,overcast clouds,0,0
261,Carberry,CA,2021-11-07 00:39:55,49.8689,-99.3602,45.64,43,100,7.61,overcast clouds,0,0
262,Twin Falls,US,2021-11-07 00:39:56,42.3505,-114.6445,46.29,66,90,16.11,overcast clouds,0,0
263,Fortuna,US,2021-11-07 00:39:56,40.5982,-124.1573,56.32,71,20,4.61,few clouds,0,0
264,Mao,ES,2021-11-07 00:39:57,39.8885,4.2658,57.76,72,75,40.29,broken clouds,0,0
265,Touros,BR,2021-11-07 00:39:57,-5.1989,-35.4608,81.5,82,3,11.12,clear sky,0,0
266,Monrovia,LR,2021-11-07 00:39:57,6.3005,-10.7969,78.87,81,100,2.3,light rain,0,0
267,Bilibino,RU,2021-11-07 00:39:58,68.0546,166.4372,10.33,95,100,3.02,snow,0,0
268,Montrose,US,2021-11-07 00:39:58,38.4166,-108.2673,54.97,35,32,9.46,scattered clouds,0,0
269,Fenyi,CN,2021-11-07 00:39:58,27.8112,114.6681,66.69,93,100,4.0,overcast clouds,0,0
270,Winnipeg,CA,2021-11-07 00:37:22,49.8844,-97.147,51.87,66,20,3.44,few clouds,0,0
271,Raudeberg,NO,2021-11-07 00:39:59,61.9875,5.1352,43.47,80,100,10.16,overcast clouds,0,0
272,Pinerolo,IT,2021-11-07 00:39:59,44.8833,7.35,45.23,67,0,3.0,clear sky,0,0
273,Bengkulu,ID,2021-11-07 00:35:06,-3.8004,102.2655,73.42,95,100,15.7,overcast clouds,0,0
274,Cabedelo,BR,2021-11-07 00:40:00,-6.9811,-34.8339,81.27,82,5,10.29,clear sky,0,0
275,Bhatapara,IN,2021-11-07 00:40:00,21.7333,81.9333,64.94,63,3,5.5,clear sky,0,0
276,Guerrero Negro,MX,2021-11-07 00:40:01,27.9769,-114.0611,67.84,79,100,11.36,overcast clouds,0,0
277,Chara,RU,2021-11-07 00:40:01,56.9064,118.2631,9.7,88,100,0.83,overcast clouds,0,0
278,Mastic Beach,US,2021-11-07 00:40:02,40.7668,-72.8521,50.49,75,1,0.0,clear sky,0,0
279,Kirkcudbright,GB,2021-11-07 00:40:03,54.8383,-4.0491,47.95,70,94,30.69,light rain,0,0
280,Pustoshka,RU,2021-11-07 00:40:04,56.3355,29.369,39.09,91,100,7.34,overcast clouds,0,0
281,Dali,CN,2021-11-07 00:40:04,25.7,100.1833,51.55,59,15,0.6,few clouds,0,0
282,Gunjur,GM,2021-11-07 00:40:05,13.2019,-16.7339,78.87,94,20,5.75,few clouds,0,0
283,Benguela,AO,2021-11-07 00:40:06,-12.5763,13.4055,75.69,80,100,5.06,overcast clouds,0,0
284,Barrow,US,2021-11-07 00:40:03,71.2906,-156.7887,19.42,86,90,10.36,overcast clouds,0,0
285,Longyearbyen,SJ,2021-11-07 00:40:07,78.2186,15.6401,13.84,67,75,9.22,broken clouds,0,0
286,Port Shepstone,ZA,2021-11-07 00:40:07,-30.7414,30.455,66.92,87,80,9.78,broken clouds,0,0
287,Ypsonas,CY,2021-11-07 00:40:08,34.6884,32.9574,65.16,42,0,3.44,clear sky,0,0
288,Bani,DO,2021-11-07 00:40:08,18.2833,-70.3333,76.75,84,35,4.07,scattered clouds,0,0
289,Nueva Guinea,NI,2021-11-07 00:40:08,11.6876,-84.4562,73.54,94,100,6.78,overcast clouds,0,0
290,Butaritari,KI,2021-11-07 00:40:09,3.0707,172.7902,82.33,67,27,15.75,scattered clouds,0,0
291,Pointe Michel,DM,2021-11-07 00:40:09,15.25,-61.3833,80.06,72,7,10.76,clear sky,0,0
292,Barao De Melgaco,BR,2021-11-07 00:40:09,-16.1944,-55.9675,73.92,91,100,3.29,overcast clouds,0,0
293,Xai-Xai,MZ,2021-11-07 00:40:10,-25.0519,33.6442,72.1,90,100,4.63,overcast clouds,0,0
294,Hambantota,LK,2021-11-07 00:40:10,6.1241,81.1185,75.54,100,20,2.3,few clouds,0,0
295,Port Macquarie,AU,2021-11-07 00:40:11,-31.4333,152.9167,78.76,61,100,10.56,overcast clouds,0,0
296,Saint-Francois,FR,2021-11-07 00:40:11,46.4154,3.9054,35.67,97,100,2.3,overcast clouds,0,0
297,Nowy Tomysl,PL,2021-11-07 00:39:44,52.3195,16.1284,44.78,75,100,14.5,overcast clouds,0,0
298,Chicama,PE,2021-11-07 00:40:11,-7.8447,-79.1469,61.34,82,75,6.89,broken clouds,0,0
299,Asfi,MA,2021-11-07 00:40:12,32.2994,-9.2372,56.68,59,0,16.04,clear sky,0,0
300,Geraldton,AU,2021-11-07 00:40:12,-28.7667,114.6,66.61,48,0,17.27,clear sky,0,0
301,Qasigiannguit,GL,2021-11-07 00:40:12,68.8193,-51.1922,19.65,94,100,4.0,light snow,0,0
302,Iquique,CL,2021-11-07 00:40:13,-20.2208,-70.1431,62.64,80,56,1.92,broken clouds,0,0
303,Macaubas,BR,2021-11-07 00:40:13,-13.0194,-42.6986,69.84,90,96,1.23,overcast clouds,0,0
304,Half Moon Bay,US,2021-11-07 00:40:13,37.4636,-122.4286,64.71,77,20,1.01,few clouds,0,0
305,Aden,YE,2021-11-07 00:35:48,12.7794,45.0367,81.3,61,6,11.05,clear sky,0,0
306,Aykhal,RU,2021-11-07 00:40:14,66.0,111.5,4.64,94,100,16.13,overcast clouds,0,0
307,Iquira,CO,2021-11-07 00:40:14,2.6487,-75.6346,66.92,87,21,3.24,few clouds,0,0
308,Ratnapura,LK,2021-11-07 00:40:15,6.6828,80.3992,74.46,98,100,2.37,overcast clouds,0,0
309,Savyntsi,UA,2021-11-07 00:40:15,49.4026,37.0627,40.55,83,7,6.85,clear sky,0,0
310,Xifeng,CN,2021-11-07 00:40:15,42.7372,124.7222,28.04,77,100,10.11,overcast clouds,0,0
311,Santa Isabel Do Rio Negro,BR,2021-11-07 00:40:16,-0.4139,-65.0192,76.44,88,90,2.75,overcast clouds,0,0
312,Saint-Joseph,RE,2021-11-07 00:40:10,-21.3667,55.6167,71.98,81,19,9.69,few clouds,0,0
313,Muisne,EC,2021-11-07 00:40:16,0.6,-80.0333,75.06,86,100,9.51,overcast clouds,0,0
314,Dhidhdhoo,MV,2021-11-07 00:40:17,6.8833,73.1,81.5,77,100,14.34,overcast clouds,0,0
315,Shimoda,JP,2021-11-07 00:40:17,34.6667,138.95,59.36,88,100,14.29,overcast clouds,0,0
316,Kenitra,MA,2021-11-07 00:40:18,34.261,-6.5802,53.73,54,0,9.35,clear sky,0,0
317,Broni,IT,2021-11-07 00:40:18,45.0655,9.2623,47.01,81,4,3.51,clear sky,0,0
318,Sal Rei,CV,2021-11-07 00:40:19,16.1833,-22.9167,75.76,72,100,14.74,overcast clouds,0,0
319,Anchorage,US,2021-11-07 00:35:21,61.2181,-149.9003,33.84,83,90,4.0,light snow,0,0
320,Brae,GB,2021-11-07 00:40:19,60.3964,-1.353,49.91,82,100,21.92,overcast clouds,0,0
321,Rafraf,TN,2021-11-07 00:40:19,37.1904,10.1837,59.31,79,0,7.23,clear sky,0,0
322,Vestmannaeyjar,IS,2021-11-07 00:40:20,63.4427,-20.2734,38.03,83,68,22.26,broken clouds,0,0
323,Aljezur,PT,2021-11-07 00:40:20,37.3191,-8.8033,47.62,54,0,7.92,clear sky,0,0
324,Paramonga,PE,2021-11-07 00:40:21,-10.6667,-77.8333,65.07,85,99,9.55,overcast clouds,0,0
325,Okahandja,NA,2021-11-07 00:40:21,-21.9833,16.9167,73.83,19,71,4.7,broken clouds,0,0
326,Ayutla,MX,2021-11-07 00:40:21,20.1167,-104.3333,68.54,62,89,1.48,overcast clouds,0,0
327,Sao Miguel Do Araguaia,BR,2021-11-07 00:40:22,-13.275,-50.1628,73.63,93,100,5.91,overcast clouds,0,0
328,De-Kastri,RU,2021-11-07 00:40:22,51.4667,140.7833,24.57,49,0,14.41,clear sky,0,0
329,Lekoni,GA,2021-11-07 00:40:22,-1.5843,14.2591,70.18,92,100,2.75,light rain,0,0
330,Bhaderwah,IN,2021-11-07 00:40:23,32.9784,75.7186,44.13,52,0,2.91,clear sky,0,0
331,Moron,AR,2021-11-07 00:40:23,-34.6534,-58.6198,63.0,72,94,5.99,overcast clouds,0,0
332,Marion,US,2021-11-07 00:40:24,39.7684,-86.1555,48.72,69,1,4.61,clear sky,0,0
333,Lakes Entrance,AU,2021-11-07 00:40:24,-37.8811,147.981,63.57,90,100,8.52,overcast clouds,0,0
334,Sambava,MG,2021-11-07 00:40:24,-14.2667,50.1667,70.83,85,12,8.66,few clouds,0,0
335,Alofi,NU,2021-11-07 00:40:25,-19.0595,-169.9187,80.49,74,86,14.97,overcast clouds,0,0
336,Biloela,AU,2021-11-07 00:40:25,-24.4167,150.5,86.29,43,44,13.82,scattered clouds,0,0
337,Kyshtovka,RU,2021-11-07 00:40:25,56.555,76.6271,30.69,78,100,15.19,overcast clouds,0,0
338,Tikhvin,RU,2021-11-07 00:40:26,59.6451,33.5294,36.21,81,100,10.4,overcast clouds,0,0
339,Ngozi,BI,2021-11-07 00:40:26,-2.9075,29.8306,55.08,93,91,1.1,overcast clouds,0,0
340,Buchanan,LR,2021-11-07 00:40:27,5.8808,-10.0467,76.51,90,100,4.32,light rain,0,0
341,Tambun,ID,2021-11-07 00:40:27,-6.2641,107.0712,87.04,94,20,3.44,haze,0,0
342,Klaksvik,FO,2021-11-07 00:40:27,62.2266,-6.589,47.32,96,100,24.2,overcast clouds,0,0
343,Lorengau,PG,2021-11-07 00:40:28,-2.0226,147.2712,83.93,77,88,9.62,overcast clouds,0,0
344,Ecija,ES,2021-11-07 00:40:28,37.5422,-5.0826,49.75,46,0,5.17,clear sky,0,0
345,Lielvarde,LV,2021-11-07 00:40:28,56.7207,24.8074,40.59,96,100,4.88,overcast clouds,0,0
346,Kailua,US,2021-11-07 00:36:18,21.4022,-157.7394,87.78,74,90,11.5,overcast clouds,0,0
347,Alyangula,AU,2021-11-07 00:40:29,-13.8483,136.4192,87.67,70,40,9.22,scattered clouds,0,0
348,Olafsvik,IS,2021-11-07 00:40:29,64.8945,-23.7142,35.08,70,85,8.72,heavy snow,0,0
349,Baruun-Urt,MN,2021-11-07 00:40:30,46.6806,113.2792,12.04,41,1,11.03,clear sky,0,0
350,Maraa,BR,2021-11-07 00:40:30,-1.8333,-65.3667,73.04,97,56,1.23,broken clouds,0,0
351,Borovskoy,KZ,2021-11-07 00:40:30,53.8,64.15,31.39,38,100,20.58,overcast clouds,0,0
352,Bocas Del Toro,PA,2021-11-07 00:40:31,9.3333,-82.25,80.4,81,99,5.7,overcast clouds,0,0
353,Huangmei,CN,2021-11-07 00:40:31,30.1924,116.025,57.69,94,100,7.2,light rain,0,0
354,Norman,US,2021-11-07 00:35:59,35.2226,-97.4395,61.21,68,1,6.91,clear sky,0,0
355,Jibuti,DJ,2021-11-07 00:37:29,11.5,42.5,74.62,74,13,10.07,few clouds,0,0
356,Bangassou,CF,2021-11-07 00:40:32,4.7413,22.8184,69.28,99,100,1.05,overcast clouds,0,0
357,Waipawa,NZ,2021-11-07 00:40:32,-41.4122,175.5153,62.29,90,100,4.94,overcast clouds,0,0
358,Maningrida,AU,2021-11-07 00:40:33,-12.0667,134.2667,89.76,52,33,8.79,scattered clouds,0,0
359,Dzhebariki-Khaya,RU,2021-11-07 00:40:33,62.2167,135.8,-3.78,98,99,1.28,overcast clouds,0,0
360,Saint-Pierre,RE,2021-11-07 00:40:34,-21.3393,55.4781,70.29,75,0,5.75,clear sky,0,0
361,Cayhagan,PH,2021-11-07 00:40:34,9.6697,122.4256,83.05,77,82,9.28,broken clouds,0,0
362,Komsomolskiy,UZ,2021-11-07 00:40:34,40.4272,71.7189,33.22,74,75,2.3,mist,0,0
363,Synya,RU,2021-11-07 00:40:35,65.3718,58.0387,35.19,98,100,9.4,light rain,0,0
364,Mola Di Bari,IT,2021-11-07 00:40:35,41.0609,17.0873,63.59,93,88,6.71,overcast clouds,0,0
365,Flinders,AU,2021-11-07 00:40:35,-34.5833,150.8552,76.28,61,99,4.27,overcast clouds,0,0
366,Yarmouth,US,2021-11-07 00:40:36,41.7057,-70.2286,48.96,78,1,0.0,clear sky,0,0
367,Healdsburg,US,2021-11-07 00:40:36,38.6105,-122.8692,62.28,70,75,1.01,broken clouds,0,0
368,Kavaratti,IN,2021-11-07 00:40:36,10.5669,72.642,81.59,72,85,9.8,overcast clouds,0,0
369,Songadh,IN,2021-11-07 00:40:37,21.1667,73.5667,71.33,46,86,6.96,overcast clouds,0,0
370,Kushiro,JP,2021-11-07 00:40:37,42.975,144.3747,49.15,87,75,8.05,broken clouds,0,0
371,Surin,TH,2021-11-07 00:40:37,14.8818,103.4936,82.9,99,89,4.05,light rain,0,0
372,Lillooet,CA,2021-11-07 00:40:38,50.6856,-121.942,43.52,82,100,2.91,overcast clouds,0,0
373,Laibin,CN,2021-11-07 00:40:39,23.7,109.2667,74.59,88,86,4.16,overcast clouds,0,0
374,Martapura,ID,2021-11-07 00:40:39,-3.4167,114.85,80.69,89,20,5.75,few clouds,0,0
375,Palmas,BR,2021-11-07 00:36:51,-10.2128,-48.3603,73.27,100,75,4.61,broken clouds,0,0
376,Mubi,NG,2021-11-07 00:40:40,10.2676,13.2644,78.6,36,75,3.04,broken clouds,0,0
377,Turukhansk,RU,2021-11-07 00:40:40,65.8167,87.9833,28.87,96,100,22.53,snow,0,0
378,Samana,DO,2021-11-07 00:40:41,19.2056,-69.3369,77.27,89,28,6.02,scattered clouds,0,0
379,Khartoum,SD,2021-11-07 00:40:06,15.5518,32.5324,84.9,21,0,13.27,clear sky,0,0
380,Great Yarmouth,GB,2021-11-07 00:37:29,52.6083,1.7305,55.24,79,8,20.13,clear sky,0,0
381,Nizhniy Kuranakh,RU,2021-11-07 00:40:41,58.8353,125.4869,17.51,88,100,8.99,overcast clouds,0,0
382,Puerto Narino,CO,2021-11-07 00:40:42,-3.7703,-70.3831,75.15,97,80,1.41,broken clouds,0,0
383,Hauterive,FR,2021-11-07 00:40:42,46.0901,3.4459,41.76,95,100,1.01,overcast clouds,0,0
384,Ahipara,NZ,2021-11-07 00:40:42,-35.1667,173.1667,66.36,71,34,3.67,scattered clouds,0,0
385,Mansa,IN,2021-11-07 00:40:43,29.9833,75.3833,63.34,42,0,3.47,clear sky,0,0
386,Yarkovo,RU,2021-11-07 00:40:43,57.4028,67.0786,37.11,49,100,15.57,overcast clouds,0,0
387,Tecoanapa,MX,2021-11-07 00:40:43,16.5167,-98.75,79.75,78,58,4.81,broken clouds,0,0
388,Madona,LV,2021-11-07 00:40:44,56.8533,26.217,38.93,96,100,5.61,overcast clouds,0,0
389,Fairbanks,US,2021-11-07 00:39:24,64.8378,-147.7164,25.61,92,90,0.0,mist,0,0
390,Imbituba,BR,2021-11-07 00:40:44,-28.24,-48.6703,70.83,91,94,4.14,overcast clouds,0,0
391,Sunbury,AU,2021-11-07 00:40:44,-37.5833,144.7333,57.97,83,75,12.66,broken clouds,0,0
392,Kempsey,AU,2021-11-07 00:40:45,-31.0833,152.8333,77.95,71,100,11.99,overcast clouds,0,0
393,Simplicio Mendes,BR,2021-11-07 00:40:45,-7.8539,-41.9103,74.8,87,100,4.59,overcast clouds,0,0
394,Mitsamiouli,KM,2021-11-07 00:40:45,-11.3847,43.2844,78.82,82,100,7.94,overcast clouds,0,0
395,Tondano,ID,2021-11-07 00:40:46,1.3038,124.9112,73.49,65,58,2.39,broken clouds,0,0
396,Quarai,BR,2021-11-07 00:40:46,-30.3875,-56.4514,62.91,78,66,10.25,broken clouds,0,0
397,Kudahuvadhoo,MV,2021-11-07 00:40:46,2.6708,72.8944,81.79,77,83,16.2,broken clouds,0,0
398,Ambon,ID,2021-11-07 00:40:47,-3.6954,128.1814,86.14,70,20,4.61,few clouds,0,0
399,Walvis Bay,NA,2021-11-07 00:36:29,-22.9575,14.5053,54.55,82,0,5.75,clear sky,0,0
400,Virginia Beach,US,2021-11-07 00:36:48,36.8529,-75.978,59.04,72,100,7.0,overcast clouds,0,0
401,Poum,NC,2021-11-07 00:40:47,-20.2333,164.0167,73.15,73,35,3.67,scattered clouds,0,0
402,Honiara,SB,2021-11-07 00:40:48,-9.4333,159.95,87.28,62,7,7.45,clear sky,0,0
403,Gandai,IN,2021-11-07 00:40:48,21.6667,81.1,61.5,60,4,3.15,clear sky,0,0
404,Yershov,RU,2021-11-07 00:40:48,51.3513,48.2766,38.79,71,100,15.75,light rain,0,0
405,Faanui,PF,2021-11-07 00:40:49,-16.4833,-151.75,80.37,69,98,4.12,overcast clouds,0,0
406,Tonantins,BR,2021-11-07 00:40:49,-2.8731,-67.8022,74.23,97,56,1.5,broken clouds,0,0
407,Katangli,RU,2021-11-07 00:40:49,51.7102,143.2326,24.31,51,5,19.51,clear sky,0,0
408,Saint-Augustin,CA,2021-11-07 00:40:50,51.226,-58.6502,36.57,88,100,12.62,overcast clouds,0,0
409,Petropavlovsk-Kamchatskiy,RU,2021-11-07 00:40:50,53.0452,158.6483,32.59,55,75,4.47,broken clouds,0,0
410,Sayyan,YE,2021-11-07 00:40:51,15.1718,44.3244,50.49,30,49,3.69,scattered clouds,0,0
411,Yulara,AU,2021-11-07 00:40:51,-25.2406,130.9889,69.64,83,90,14.97,overcast clouds,0,0
412,Jumla,NP,2021-11-07 00:40:51,29.2747,82.1838,40.5,34,8,5.01,clear sky,0,0
413,Bukachacha,RU,2021-11-07 00:40:52,52.9833,116.9167,14.41,76,14,2.64,few clouds,0,0
414,Chapleau,CA,2021-11-07 00:40:52,47.8405,-83.4034,44.69,76,90,12.66,overcast clouds,0,0
415,Belyy Yar,RU,2021-11-07 00:40:52,53.6039,91.3903,30.09,71,40,11.18,light shower snow,0,0
416,Russell,US,2021-11-07 00:40:53,32.3502,-85.1999,55.0,81,1,0.0,clear sky,0,0
417,Naze,JP,2021-11-07 00:40:53,28.3667,129.4833,72.52,73,52,19.64,broken clouds,0,0
418,Pacific Grove,US,2021-11-07 00:39:36,36.6177,-121.9166,66.15,81,1,1.99,clear sky,0,0
419,Nemuro,JP,2021-11-07 00:40:53,43.3236,145.575,46.83,81,100,11.05,overcast clouds,0,0
420,Luang Prabang,LA,2021-11-07 00:40:54,19.8856,102.1347,71.56,100,90,4.61,fog,0,0
421,Willmar,US,2021-11-07 00:40:54,45.1219,-95.0433,60.4,50,1,3.44,clear sky,0,0
422,Siva,EG,2021-11-07 00:40:55,29.2041,25.5195,66.9,69,5,6.2,clear sky,0,0
423,Mehamn,NO,2021-11-07 00:40:55,71.0357,27.8492,31.17,68,99,7.63,overcast clouds,0,0
424,Pitimbu,BR,2021-11-07 00:40:55,-7.4706,-34.8086,81.19,83,3,11.18,clear sky,0,0
425,Pisco,PE,2021-11-07 00:40:56,-13.7,-76.2167,64.45,82,0,13.8,clear sky,0,0
426,Laguna,US,2021-11-07 00:39:08,38.421,-121.4238,63.46,69,75,1.01,broken clouds,0,0
427,Tapejara,BR,2021-11-07 00:40:56,-28.0681,-52.0139,63.39,86,100,8.9,overcast clouds,0,0
428,Grass Valley,US,2021-11-07 00:40:57,39.2191,-121.0611,54.12,92,90,1.99,overcast clouds,0,0
429,Shestakovo,RU,2021-11-07 00:40:57,56.4915,103.96,25.0,95,100,7.52,light snow,0,0
430,Birjand,IR,2021-11-07 00:36:33,32.8663,59.2211,46.87,57,40,6.91,scattered clouds,0,0
431,Hun,LY,2021-11-07 00:40:58,29.1268,15.9477,70.03,30,15,9.82,few clouds,0,0
432,Jiaojiang,CN,2021-11-07 00:40:58,28.6803,121.4428,71.01,83,62,5.99,light rain,0,0
433,Nantucket,US,2021-11-07 00:40:59,41.2835,-70.0995,47.97,71,1,3.44,clear sky,0,0
434,Honningsvag,NO,2021-11-07 00:40:59,70.9821,25.9704,35.51,58,99,13.09,overcast clouds,0,0
435,Saint Austell,GB,2021-11-07 00:40:59,50.3383,-4.7658,54.09,87,75,13.8,broken clouds,0,0
436,Sharkan,RU,2021-11-07 00:41:00,57.2989,53.8712,38.16,92,100,16.17,overcast clouds,0,0
437,Tura,IN,2021-11-07 00:37:39,25.5198,90.2201,63.59,88,6,3.51,clear sky,0,0
438,Ambulu,ID,2021-11-07 00:41:00,-8.345,113.6058,83.44,72,98,1.43,overcast clouds,0,0
439,Labuhan,ID,2021-11-07 00:41:01,-6.8844,112.2051,86.52,62,100,2.08,overcast clouds,0,0
440,Angoram,PG,2021-11-07 00:41:01,-4.0625,144.0661,90.14,55,55,3.15,broken clouds,0,0
441,Port Said,EG,2021-11-07 00:41:02,31.2565,32.2841,75.67,68,7,12.48,clear sky,0,0
442,Seaford,GB,2021-11-07 00:41:02,50.7714,0.1027,56.44,89,100,11.99,overcast clouds,0,0
443,Ukiah,US,2021-11-07 00:41:03,39.1502,-123.2078,57.56,67,1,8.05,clear sky,0,0
444,Isangel,VU,2021-11-07 00:41:03,-19.55,169.2667,80.71,74,75,9.22,broken clouds,0,0
445,Dehui,CN,2021-11-07 00:41:03,44.5333,125.7,23.31,27,100,8.63,overcast clouds,0,0
446,Amurzet,RU,2021-11-07 00:41:04,47.6967,131.0981,25.11,24,100,4.43,overcast clouds,0,0
447,Abu Samrah,SY,2021-11-07 00:41:04,35.3029,37.1841,62.08,45,0,1.41,clear sky,0,0
448,Nadym,RU,2021-11-07 00:41:04,65.5333,72.5167,34.93,98,100,18.68,overcast clouds,0,0
449,Tiarei,PF,2021-11-07 00:37:44,-17.5333,-149.3333,82.42,78,81,3.71,moderate rain,0,0
450,Ygatimi,PY,2021-11-07 00:41:05,-24.0833,-55.5,71.56,93,19,2.46,few clouds,0,0
451,Qianan,CN,2021-11-07 00:41:05,44.9932,124.0581,25.66,30,100,5.99,overcast clouds,0,0
452,Cayenne,GF,2021-11-07 00:41:06,4.9333,-52.3333,81.09,85,75,1.99,broken clouds,0,0
453,Fare,PF,2021-11-07 00:41:06,-16.7,-151.0167,79.77,67,100,2.57,overcast clouds,0,0
454,Nicoya,CR,2021-11-07 00:41:06,10.1483,-85.452,76.55,91,98,2.37,overcast clouds,0,0
455,Maryville,US,2021-11-07 00:38:30,35.7565,-83.9705,50.09,67,75,1.99,broken clouds,0,0
456,Axim,GH,2021-11-07 00:41:07,4.8699,-2.2405,78.17,88,59,4.83,broken clouds,0,0
457,Tuatapere,NZ,2021-11-07 00:41:07,-46.1333,167.6833,62.82,52,100,6.24,overcast clouds,0,0
458,Hervey Bay,AU,2021-11-07 00:41:08,-25.2986,152.8535,81.03,67,20,11.59,few clouds,0,0
459,Srednekolymsk,RU,2021-11-07 00:41:08,67.45,153.6833,4.77,94,100,7.9,overcast clouds,0,0
460,Golspie,GB,2021-11-07 00:41:08,57.9727,-3.978,49.14,74,79,35.84,broken clouds,0,0
461,Najran,SA,2021-11-07 00:41:09,17.4924,44.1277,59.65,28,58,1.1,broken clouds,0,0
462,Tilichiki,RU,2021-11-07 00:41:09,60.4667,166.1,28.36,90,100,4.81,overcast clouds,0,0
463,Ribeira Brava,PT,2021-11-07 00:41:09,32.65,-17.0667,68.63,69,29,9.84,scattered clouds,0,0
464,Alta Floresta,BR,2021-11-07 00:41:10,-9.8756,-56.0861,70.7,99,100,2.37,overcast clouds,0,0
465,Gamba,GA,2021-11-07 00:41:10,-2.65,10.0,76.05,90,100,3.47,overcast clouds,0,0
466,Sotouboua,TG,2021-11-07 00:41:12,8.5667,0.9833,75.24,79,98,2.39,overcast clouds,0,0
467,Vanimo,PG,2021-11-07 00:38:53,-2.6741,141.3028,86.74,58,78,4.68,broken clouds,0,0
468,Gigmoto,PH,2021-11-07 00:41:12,13.7796,124.39,81.75,86,100,10.56,overcast clouds,0,0
469,Denpasar,ID,2021-11-07 00:39:59,-8.65,115.2167,82.06,78,20,4.61,few clouds,0,0
470,Itacare,BR,2021-11-07 00:41:13,-14.2775,-38.9967,80.49,93,100,6.4,overcast clouds,0,0
471,Kirakira,SB,2021-11-07 00:41:13,-10.4544,161.9205,84.61,70,12,7.45,few clouds,0,0
472,Maputo,MZ,2021-11-07 00:38:51,-25.9653,32.5892,73.08,88,75,4.61,thunderstorm,0,0
473,Clarksdale,US,2021-11-07 00:41:14,34.2001,-90.5709,51.91,87,75,0.0,broken clouds,0,0
474,Nakhon Phanom,TH,2021-11-07 00:41:14,17.3333,104.4167,76.8,75,11,2.84,light rain,0,0
475,Tombouctou,ML,2021-11-07 00:41:14,20.0,-3.0,79.77,20,19,10.02,few clouds,0,0
476,Devils Lake,US,2021-11-07 00:41:15,48.1128,-98.8651,50.95,66,1,5.01,clear sky,0,0
477,Banda Aceh,ID,2021-11-07 00:40:08,5.5577,95.3222,77.29,88,100,1.7,overcast clouds,0,0
478,North Bend,US,2021-11-07 00:41:15,43.4065,-124.2243,50.86,91,75,10.36,broken clouds,0,0
479,Shirokiy,RU,2021-11-07 00:41:16,49.758,129.523,19.02,63,1,3.71,clear sky,0,0
480,Mnogovershinnyy,RU,2021-11-07 00:41:16,53.9353,139.9242,18.63,67,99,22.88,overcast clouds,0,0
481,Ziro,IN,2021-11-07 00:41:16,27.6333,93.8333,38.14,76,75,2.04,broken clouds,0,0
482,Matagami,CA,2021-11-07 00:39:06,49.7502,-77.6328,46.51,71,90,4.61,overcast clouds,0,0
483,Muzhi,RU,2021-11-07 00:41:17,65.3667,64.6667,34.9,89,55,13.2,broken clouds,0,0
484,Omboue,GA,2021-11-07 00:41:17,-1.5746,9.2618,76.96,90,100,5.1,overcast clouds,0,0
